dormitorios,baños,pies_cuadrados_vivienda,pisos,pies_cuadrados_sin_sotano,pies_cuadrados_sótano,pies_cuadrados_vivienda_15,precio,estado,frente_al_mar,vista,código_postal
3,2.5,1400,1.0,1200,200,1440,537000,3,0,0,98117
4,3.0,3690,2.0,3690,0,3430,865000,3,0,0,98075
2,1.0,1140,1.0,1140,0,1030,358000,3,0,0,98155
4,2.25,1920,1.5,1300,620,1960,595000,5,0,0,98116
4,2.5,2496,2.0,2496,0,2496,661000,3,0,0,98052
3,2.25,2280,1.0,1680,600,1890,419950,4,0,0,98034
4,3.5,3200,2.0,3200,0,3200,490000,3,0,0,98038
2,1.0,880,1.0,880,0,1310,525000,3,0,0,98117
3,2.0,1320,3.0,1320,0,1380,350000,3,0,0,98117
3,2.5,2450,2.0,2450,0,2490,552500,3,0,0,98072
3,1.0,1040,1.0,1040,0,1040,210000,4,0,0,98023
3,2.5,2480,2.0,2480,0,2510,390000,3,0,0,98042
5,1.75,1830,1.5,1610,220,1790,336800,3,0,0,98155
3,2.5,1440,2.0,1440,0,1650,465000,3,0,0,98053
4,2.5,1580,2.0,1580,0,1950,299900,3,0,0,98038
3,3.25,3230,2.0,3230,0,2670,715000,3,0,0,98029
4,2.5,1810,1.0,1230,580,1810,235000,3,0,0,98042
3,2.5,2495,2.0,2495,0,2434,276000,3,0,0,98001
4,1.5,1740,1.0,1180,560,1830,265000,4,0,0,98003
3,1.75,1680,1.0,840,840,1540,425000,4,0,2,98103
4,2.5,2460,2.0,2460,0,2210,313000,3,0,0,98092
3,2.5,3050,1.0,1720,1330,2340,715000,3,0,3,98177
3,2.25,1630,2.0,1630,0,1410,265000,3,0,0,98001
3,2.75,2460,2.0,2460,0,2440,646000,3,0,0,98028
3,1.0,1030,1.0,1030,0,1220,175000,3,0,0,98146
3,2.5,3410,1.0,2450,960,3410,649000,4,0,3,98003
3,2.75,2310,1.0,1520,790,2310,785000,4,0,0,98199
4,2.75,2610,1.0,1260,1350,1770,890000,5,0,0,98122
3,3.0,2330,1.0,2330,0,2200,612000,3,0,0,98034
4,2.5,2980,2.0,2980,0,2610,330000,3,0,0,98023
3,2.25,1790,1.0,1790,0,2290,493000,3,0,0,98052
3,2.5,1750,2.5,1230,520,1410,499000,3,0,0,98122
6,2.75,2660,1.0,1550,1110,2280,603500,5,0,0,98006
2,1.5,1580,1.0,1280,300,1730,530000,3,0,2,98126
5,2.5,2350,1.0,1220,1130,2470,895000,4,0,0,98004
4,2.25,2510,1.0,1610,900,1940,267345,4,0,0,98023
3,2.5,1480,2.0,1480,0,1480,275000,3,0,0,98045
3,1.75,1720,1.0,1240,480,2530,439950,3,0,0,98019
3,2.25,1470,2.0,1470,0,1560,455000,4,0,0,98029
3,1.75,1540,1.0,1250,290,1760,630000,3,0,0,98115
3,2.5,2820,2.0,2820,0,2660,690000,3,0,0,98029
4,1.75,1250,1.0,1250,0,1390,212000,4,0,0,98023
4,2.25,2080,1.0,1280,800,1200,231500,4,0,0,98030
3,2.5,2860,2.0,2860,0,2370,378500,4,0,0,98092
4,2.5,2710,2.0,2710,0,2780,482000,3,0,0,98038
2,1.0,1140,1.0,1140,0,1800,695000,3,0,0,98103
4,2.5,4070,2.0,4070,0,3890,965000,3,0,0,98052
3,1.75,1710,1.0,1120,590,2920,675000,4,0,0,98199
3,1.5,1340,1.0,1340,0,1620,387000,3,0,0,98034
4,2.75,2290,2.0,2290,0,2000,347500,3,0,0,98058
3,2.0,1860,1.0,930,930,1640,385000,3,0,0,98166
3,1.0,1080,1.0,1080,0,1100,265000,3,0,0,98126
3,1.0,960,1.0,960,0,1140,406000,3,0,0,98115
2,1.5,980,2.0,980,0,1040,134000,3,0,0,98014
3,1.0,1500,2.0,1300,200,1360,415000,5,0,0,98103
3,1.75,1440,1.0,1440,0,1790,375000,3,0,0,98034
4,2.5,2580,2.0,2580,0,2350,620000,3,0,0,98074
5,2.5,2070,2.0,2070,0,2010,337500,3,0,0,98038
3,2.5,1880,1.0,1260,620,1950,565000,4,0,0,98005
3,1.75,2420,2.0,2420,0,1210,399500,3,0,0,98045
2,1.75,1890,2.0,1890,0,2180,1070000,3,0,0,98004
3,2.0,1920,1.0,1920,0,2080,352500,3,0,0,98056
3,2.0,1870,1.0,1270,600,1870,259000,3,0,0,98030
2,1.0,900,1.0,900,0,1520,320000,3,0,0,98106
3,2.5,2160,2.0,2160,0,3060,733000,4,0,0,98052
2,1.0,900,1.0,900,0,1320,381500,5,0,0,98115
2,1.0,1180,1.0,940,240,1700,343000,4,0,0,98118
2,1.0,900,1.0,900,0,1320,205500,5,0,0,98022
3,2.0,1600,1.0,1600,0,1850,525000,5,0,0,98075
3,1.75,1500,1.0,750,750,1500,300000,5,0,2,98056
2,1.0,1070,1.0,1070,0,1970,299000,3,0,0,98077
4,2.5,2570,2.0,2570,0,2260,561000,3,0,0,98029
3,1.0,1210,1.5,1090,120,1210,450000,3,0,0,98144
4,2.5,1850,2.0,1850,0,1830,540000,3,0,0,98052
3,2.5,1740,2.0,1740,0,1740,379000,3,0,0,98045
3,1.0,1300,1.0,1300,0,1390,230000,4,0,0,98198
3,2.5,2000,2.0,2000,0,1930,399950,4,0,0,98042
5,2.5,3220,2.0,3220,0,2760,355000,3,0,0,98042
4,2.25,2160,1.0,2160,0,2820,580000,3,0,0,98008
3,2.0,2130,1.5,1680,450,2040,700000,4,0,0,98144
3,1.75,1580,1.0,1100,480,1650,279900,4,0,1,98198
3,1.0,1200,1.0,1200,0,1010,210000,3,0,0,98178
2,1.0,860,1.0,860,0,1400,290300,4,0,0,98055
3,1.0,1600,1.5,1400,200,1760,490000,3,0,0,98125
4,2.5,2110,2.0,2110,0,2520,606000,3,0,0,98027
3,1.0,1400,1.0,950,450,990,359950,3,0,0,98133
3,2.0,2110,1.0,2110,0,3130,677100,3,0,0,98074
3,2.0,1430,1.0,1430,0,1570,465000,4,0,0,98074
3,2.0,3040,1.0,1520,1520,2230,500000,4,0,0,98038
2,1.0,980,1.0,980,0,1600,455000,4,0,0,98155
6,2.0,2570,1.5,1970,600,2030,705000,4,0,0,98115
3,2.5,2060,1.0,1460,600,2150,420000,4,0,0,98177
3,1.0,1300,1.0,1300,0,1360,169575,3,0,0,98003
3,1.0,1300,1.0,1300,0,1360,250000,3,0,0,98003
3,2.25,1680,1.0,1180,500,1910,530000,5,0,0,98034
5,3.25,4020,1.0,2170,1850,2650,590000,5,0,0,98027
3,1.75,1530,1.0,1070,460,1770,257500,3,0,0,98042
3,1.0,1170,1.0,1170,0,2410,415000,3,0,0,98125
3,1.75,1580,1.5,1280,300,1560,536000,3,0,0,98107
3,1.5,1270,1.0,1270,0,1380,246500,4,0,0,98031
3,1.75,1480,1.0,1480,0,1930,395000,3,0,0,98034
3,2.25,2220,1.0,1700,520,2500,739000,4,0,0,98052
3,1.0,910,1.0,910,0,1470,190000,4,0,0,98003
3,1.5,1480,1.0,1480,0,1540,305000,3,0,0,98168
4,4.25,3770,2.0,3770,0,2200,925000,4,0,0,98028
4,3.0,3500,2.0,2360,1140,3140,895000,3,0,0,98040
3,1.75,1480,1.5,1480,0,2120,656000,3,0,0,98115
4,1.0,1660,1.5,1260,400,1400,560000,3,0,0,98117
5,2.25,2520,2.0,2520,0,2530,610000,3,0,0,98074
4,2.5,2850,2.0,2850,0,2980,645000,3,0,0,98075
3,2.5,2153,2.0,2153,0,2434,259000,3,0,0,98001
4,2.5,3780,2.0,3780,0,3310,980000,3,0,0,98033
4,4.0,3770,1.0,1940,1830,2260,872000,4,0,0,98177
6,2.75,3600,1.0,1940,1660,2990,1000000,4,0,2,98040
3,2.75,2980,1.5,1590,1390,1520,900000,3,0,0,98033
4,1.5,2320,1.5,1540,780,1670,475000,4,0,0,98103
5,2.75,2980,1.0,1730,1250,2900,350000,4,0,0,98042
4,1.75,2930,1.0,1670,1260,2530,840000,3,0,3,98117
4,2.5,2040,1.0,1420,620,2540,500000,3,0,0,98006
3,1.5,1510,1.0,1110,400,1420,202500,3,0,0,98148
4,2.5,2660,2.0,2660,0,2850,523000,3,0,0,98027
3,2.5,1740,2.0,1740,0,1300,225000,3,0,0,98001
3,2.25,2240,1.0,1190,1050,2080,418200,3,0,1,98198
4,1.75,1570,1.0,1170,400,2080,356500,3,0,0,98028
4,3.0,2500,1.5,1460,1040,1720,670000,4,0,0,98103
3,2.25,1750,1.0,1150,600,1820,456150,5,0,0,98155
4,2.5,3030,2.0,2020,1010,2050,471000,3,0,0,98045
3,2.5,1680,3.0,1680,0,1740,558000,3,0,0,98116
3,1.0,1220,1.0,1220,0,1420,161500,5,0,0,98002
3,1.0,1310,1.5,1310,0,1310,311000,3,0,0,98034
6,1.75,2490,1.5,2490,0,1840,470000,4,0,0,98034
3,3.25,2220,1.5,1770,450,1750,569000,5,0,0,98108
4,2.5,2240,2.0,2240,0,2200,689000,3,0,0,98029
3,1.75,1890,1.0,1230,660,1580,271900,3,0,0,98045
4,2.5,1850,2.0,1850,0,1860,278000,3,0,0,98030
2,2.5,2210,2.0,1440,770,1560,820000,4,0,0,98112
3,1.75,1410,1.0,1410,0,1560,399500,4,0,0,98056
3,2.75,1890,2.0,1890,0,1800,462000,4,0,0,98008
3,1.0,1830,1.0,1550,280,1810,347500,3,0,0,98042
2,0.75,1440,1.0,1200,240,1440,562100,3,0,0,98107
2,1.0,950,1.0,950,0,1160,230000,3,0,0,98058
4,2.5,2370,2.0,2370,0,2370,687000,5,0,0,98033
4,2.5,3070,2.0,3070,0,3630,725786,3,0,0,98075
3,1.0,1300,1.0,1300,0,1480,315500,4,0,0,98072
4,2.0,1300,1.0,1300,0,1560,312000,3,0,0,98146
3,3.25,1210,2.0,1000,210,1650,343000,3,0,0,98133
1,1.0,710,1.5,710,0,1440,385195,3,0,0,98144
4,2.25,2240,1.0,1730,510,2150,415000,4,0,0,98059
3,1.75,3600,2.0,2400,1200,2290,461000,4,0,0,98033
4,2.5,1960,2.0,1960,0,1960,369990,3,0,0,98056
4,2.5,1820,2.0,1820,0,1820,349950,3,0,0,98019
3,2.25,1960,1.0,1400,560,2060,285750,3,0,0,98055
4,2.25,1750,1.0,1320,430,2170,542500,3,0,0,98005
5,3.5,3700,2.0,2890,810,3620,830000,3,0,0,98053
4,2.5,2910,2.0,2350,560,2020,705000,4,0,0,98034
2,1.0,1270,1.0,1090,180,1640,615000,3,0,0,98117
2,1.0,720,1.0,720,0,1440,184500,3,0,0,98178
2,1.0,1040,1.0,1040,0,1250,412000,3,0,0,98122
3,1.5,2210,1.5,2210,0,1250,250000,3,0,0,98168
5,2.0,2060,2.0,2060,0,1770,580000,3,0,0,98105
2,1.0,780,1.0,780,0,1080,220000,5,0,0,98055
4,2.75,2240,1.0,1460,780,2360,675000,4,0,0,98033
2,1.0,800,1.0,800,0,1300,373500,3,0,0,98107
2,1.5,2440,2.0,1590,850,1770,662700,3,0,0,98118
5,1.0,1460,2.0,1460,0,1060,239950,4,0,0,98168
3,1.0,1150,1.0,1150,0,1410,383000,4,0,0,98052
3,2.75,2650,1.0,1470,1180,1950,485000,4,0,0,98028
4,2.75,2600,1.0,1580,1020,2300,610000,5,0,0,98075
6,1.75,1820,1.0,1130,690,1820,545000,3,0,0,98116
2,2.5,2560,2.0,1690,870,1890,780000,5,0,0,98112
3,2.5,1714,2.0,1714,0,1714,305000,3,0,0,98055
3,1.0,1330,1.0,900,430,1330,405000,3,0,0,98074
5,3.5,7350,2.0,4750,2600,5380,1110000,3,0,4,98065
3,1.75,2050,2.0,2050,0,1200,273000,4,0,0,98058
3,1.0,1810,2.0,1810,0,1420,326500,3,0,0,98072
3,1.75,1380,1.0,880,500,1400,365000,5,0,0,98056
3,2.75,3070,2.0,2440,630,3490,1000000,3,0,0,98004
2,1.0,800,1.0,800,0,1400,422500,3,0,0,98117
4,2.75,2140,2.0,2140,0,2130,354450,3,0,0,98001
3,1.0,1330,1.0,1330,0,1250,320000,4,0,0,98077
3,1.0,1030,1.0,1030,0,1470,223000,3,0,0,98032
3,2.5,1740,2.0,1740,0,1290,410000,3,0,0,98053
3,1.0,1200,1.5,1200,0,1390,438000,4,0,0,98144
3,3.0,1490,2.0,960,530,1590,390000,3,0,0,98199
4,2.5,1890,2.0,1890,0,2030,298500,3,0,0,98092
5,2.25,3060,2.0,3060,0,3430,749999,3,0,0,98006
6,2.5,3250,1.0,1800,1450,3490,779000,3,0,1,98115
3,2.75,2730,2.0,1530,1200,2810,570000,3,0,2,98034
3,1.0,810,1.0,810,0,1520,385000,3,0,0,98144
4,2.0,2240,1.0,1120,1120,1790,649000,5,0,0,98033
3,1.0,1740,1.0,1270,470,1070,283000,3,0,0,98168
4,2.25,2380,1.0,1540,840,2230,699900,3,0,0,98008
4,1.0,1540,1.0,770,770,1520,278500,3,0,0,98058
4,1.75,2340,1.0,1610,730,2470,700000,3,0,0,98052
4,2.75,2710,2.0,2710,0,2710,535000,3,0,0,98045
3,1.75,1310,1.0,870,440,1840,234500,3,0,0,98168
3,1.75,1390,1.0,1390,0,1240,374150,4,0,0,98133
4,2.5,2201,2.0,2201,0,1990,397000,3,0,0,98198
3,2.25,1960,1.0,1960,0,2800,613000,3,0,0,98008
4,1.75,1880,1.0,940,940,1410,595000,3,0,0,98115
5,2.75,2440,2.0,2440,0,2300,340000,3,0,0,98030
4,2.5,2560,2.0,2560,0,3040,388000,3,0,0,98038
3,1.75,1410,1.0,1410,0,1970,404000,3,0,0,98166
3,2.0,2870,1.5,1790,1080,2310,810000,4,0,1,98115
4,2.5,2620,2.0,2620,0,2580,405000,3,0,0,98058
5,3.0,2970,2.0,2970,0,2970,726000,3,0,0,98075
3,2.5,1780,1.0,1400,380,1520,266000,4,0,0,98030
5,2.25,3700,1.0,1850,1850,2340,722500,5,0,1,98177
4,2.5,1252,1.0,992,260,1860,352000,3,0,0,98001
4,1.5,1240,1.0,1110,130,1520,265000,4,0,0,98198
3,2.5,2160,2.0,2160,0,1500,856000,3,0,0,98116
3,2.5,2040,2.0,2040,0,2380,346950,4,0,0,98038
5,3.5,3130,2.0,2570,560,3440,866059,3,0,0,98006
3,2.5,2350,2.0,2350,0,2350,410000,3,0,0,98065
3,1.75,1570,2.0,1570,0,1600,370000,3,0,0,98045
3,1.0,1530,1.5,1530,0,1768,230000,4,0,0,98022
2,2.0,1520,1.0,1520,0,1110,400000,3,0,0,98117
3,1.0,1350,1.0,820,530,1320,172000,4,0,0,98023
3,1.75,1950,1.0,1250,700,1740,615000,4,0,0,98007
4,3.5,3950,2.0,3950,0,3110,860000,3,0,0,98075
3,1.75,2040,1.0,1120,920,1530,555000,5,0,0,98116
3,2.5,1990,1.5,1390,600,1180,579000,5,0,0,98103
3,1.75,1300,1.0,1300,0,1450,385000,3,0,0,98034
4,2.25,2030,2.0,2030,0,2190,420000,3,0,0,98011
3,1.75,2340,1.5,1620,720,1410,645000,5,0,0,98103
3,2.5,2160,2.0,2160,0,1830,549950,3,0,0,98133
3,2.75,2770,1.0,1640,1130,2450,678000,5,0,1,98033
4,2.0,2030,2.0,2030,0,1520,199000,3,0,0,98178
3,1.0,1440,1.0,1440,0,2540,604000,4,0,0,98040
5,1.75,1730,1.0,1010,720,1730,268000,5,0,0,98059
5,3.5,4510,2.0,2820,1690,4330,960000,3,0,0,98074
3,2.5,2100,1.0,1450,650,2010,509250,4,0,0,98052
3,2.5,1800,2.0,1800,0,1650,416000,3,0,0,98034
3,1.0,1090,1.0,1090,0,1190,190000,3,0,0,98003
3,1.5,1010,1.0,1010,0,2420,212000,4,0,0,98003
3,2.5,2040,2.0,2040,0,2350,325900,3,0,0,98023
3,3.5,2270,2.0,1880,390,1760,560000,3,0,0,98136
3,2.5,1730,2.0,1730,0,1710,275000,4,0,0,98030
4,2.5,2480,2.0,2480,0,2940,665000,3,0,2,98059
4,2.0,1720,1.0,970,750,1160,375000,3,0,0,98106
3,1.75,1570,1.0,1040,530,1280,359950,3,0,0,98126
4,2.75,3527,2.0,3527,0,2490,340000,3,0,0,98198
2,1.0,840,1.0,840,0,1100,401000,4,0,0,98177
2,1.75,1950,1.0,1160,790,1780,669000,4,0,3,98166
4,2.5,1980,2.0,1980,0,2310,638500,3,0,0,98052
2,1.5,1620,2.0,1170,450,2130,545000,5,0,0,98144
4,1.0,1980,1.0,1260,720,1570,524000,3,0,0,98034
2,1.0,1260,1.0,1100,160,1260,280000,3,0,0,98126
4,2.5,2120,1.0,1500,620,3130,828000,4,0,0,98006
3,1.75,1360,1.0,1360,0,1580,223000,4,0,0,98023
2,2.0,2370,1.0,2370,0,1860,750000,3,0,0,98019
2,1.0,1460,1.0,1210,250,1500,430000,3,0,0,98125
4,1.75,1980,1.0,990,990,2180,711000,5,0,0,98040
4,2.5,1930,2.0,1930,0,1990,310000,3,0,0,98042
5,1.75,3700,1.0,1850,1850,2190,415000,3,0,0,98178
4,2.5,1970,2.0,1970,0,1970,274900,3,0,0,98030
3,3.0,2470,2.0,2470,0,2310,525000,4,0,0,98027
3,1.0,1180,1.0,1180,0,2300,179500,3,0,0,98092
3,1.0,1280,1.5,1280,0,1410,478000,3,0,0,98115
3,1.75,1380,1.0,990,390,1660,195000,3,0,0,98042
4,3.0,2740,1.0,1670,1070,2330,385000,3,0,0,98058
3,2.75,2020,1.0,1260,760,2080,401000,3,0,0,98011
4,2.5,2835,2.0,2835,0,2770,522000,3,0,0,98038
4,1.75,1520,1.0,1520,0,1600,330000,4,0,0,98065
3,2.5,2190,2.0,2190,0,2190,503000,3,0,0,98155
5,1.75,1680,1.0,1680,0,1800,175000,4,0,0,98003
4,3.5,3915,2.0,3915,0,3830,963990,3,0,0,98053
5,2.0,1720,1.0,1720,0,2700,845000,4,0,0,98004
2,1.0,670,1.0,670,0,1210,157500,3,0,0,98108
2,3.0,1790,2.0,1400,390,1460,450000,3,0,0,98144
4,1.75,2440,1.0,1420,1020,2500,925000,3,0,4,98115
2,1.0,920,1.0,920,0,1230,600000,4,0,0,98115
4,1.0,1680,1.5,1680,0,1740,709000,3,0,0,98103
3,2.5,2120,1.0,1220,900,1820,248000,3,0,0,98092
3,1.0,910,1.0,910,0,950,245000,4,0,0,98103
2,1.0,1000,1.0,1000,0,1500,332000,4,0,0,98108
3,2.5,2340,2.0,2340,0,2400,459950,3,0,0,98065
3,2.0,1180,2.0,1180,0,1500,425000,3,0,2,98122
3,2.25,2080,1.0,1590,490,2270,460000,3,0,0,98077
6,2.5,3760,1.0,2360,1400,2300,838300,3,0,0,98117
3,2.5,1480,2.0,1480,0,1350,256000,5,0,0,98010
3,2.75,3060,2.0,3060,0,3060,864000,3,0,0,98006
4,3.5,3070,2.0,2030,1040,1780,900000,3,0,0,98116
3,1.0,1170,1.0,1170,0,1170,145600,3,0,0,98058
5,3.0,2900,1.0,1830,1070,2370,865000,5,0,0,98115
3,2.25,2210,2.0,2210,0,1990,250250,4,0,0,98023
4,2.0,1440,1.0,1440,0,1440,162000,4,0,0,98056
4,1.75,1980,1.0,1430,550,1870,450000,3,0,0,98034
4,2.75,2060,1.0,1460,600,2060,675500,2,0,0,98005
3,2.25,2420,1.5,1640,780,1560,697000,5,0,0,98115
3,1.75,1600,1.0,1600,0,1510,490000,3,0,0,98052
3,2.25,2210,1.0,1460,750,1900,590000,3,0,0,98115
4,1.75,2250,1.0,1450,800,1930,280000,3,0,0,98023
2,1.0,1680,1.0,1140,540,1610,515000,4,0,0,98136
3,1.0,1140,1.0,1010,130,1700,576000,4,0,0,98115
3,1.75,1430,2.0,1430,0,1900,375000,3,0,0,98011
3,1.0,1440,1.0,1000,440,1540,478000,4,0,0,98052
3,1.0,1670,1.0,1030,640,1620,282000,5,0,0,98042
5,3.25,4300,2.0,3220,1080,2680,593500,3,0,0,98027
4,3.5,3010,2.0,3010,0,2720,724950,3,0,0,98045
3,1.75,1560,1.0,1560,0,1600,306000,4,0,0,98056
4,1.75,1920,1.0,1500,420,2100,341000,4,0,0,98058
3,2.5,1400,1.0,1400,0,1060,399950,3,0,0,98106
5,2.0,2280,2.0,2280,0,1740,534000,3,0,0,98122
6,2.5,3880,2.0,3880,0,2620,635000,3,0,0,98053
2,1.0,1350,1.0,950,400,1670,350000,3,0,0,98103
3,1.5,1480,1.5,1480,0,1970,856000,3,0,0,98112
4,3.0,1670,3.0,1427,243,1700,582000,3,0,0,98122
4,2.5,3400,2.0,3400,0,2970,799000,3,0,0,98052
3,2.5,2070,2.0,2070,0,2090,423700,3,0,0,98065
3,2.0,1760,1.0,1160,600,1760,322000,3,0,0,98010
4,3.25,4030,2.0,4030,0,3470,929000,3,0,0,98053
2,1.0,1130,1.0,880,250,1250,443000,3,0,0,98115
3,1.75,1510,1.0,1510,0,1440,441500,3,0,0,98034
4,3.5,3110,2.0,3110,0,2340,875000,4,0,2,98075
2,1.0,740,1.0,740,0,920,450000,4,0,0,98115
3,2.25,1630,1.0,1100,530,1640,425000,3,0,0,98034
4,1.75,2780,2.0,2780,0,2600,660000,4,0,0,98074
3,1.75,1990,1.0,1100,890,1460,763101,4,0,0,98105
4,2.75,2250,2.0,2250,0,2450,499000,3,0,0,98019
3,1.75,1720,1.0,1350,370,2740,521000,4,0,0,98053
2,1.0,900,1.0,900,0,1810,302000,5,0,2,98022
4,2.25,2360,2.0,2360,0,2144,293000,3,0,0,98038
3,2.25,1530,2.0,1530,0,2110,335000,3,0,0,98019
2,1.0,1450,2.0,1450,0,1450,499000,3,0,0,98103
3,1.75,2040,1.5,1780,260,1690,600000,3,0,0,98115
4,1.75,2620,1.5,2620,0,2230,720000,4,0,0,98005
2,2.0,1180,2.0,1180,0,1310,195000,3,0,0,98038
3,1.0,1110,1.0,1110,0,1140,249000,3,0,0,98166
3,2.25,1840,2.0,1840,0,1490,334000,3,0,0,98019
4,1.75,2720,1.0,1510,1210,2120,599950,3,0,0,98115
2,1.75,1090,1.0,1090,0,1360,149900,4,0,0,98198
4,1.75,1730,1.0,1250,480,1910,700000,3,0,0,98115
4,1.5,1170,1.0,1170,0,2380,525000,4,0,0,98040
4,3.75,4740,2.0,4740,0,3060,1050000,4,0,0,98027
3,2.5,1960,1.0,1290,670,1960,402000,4,0,0,98034
3,2.0,1430,1.0,980,450,1450,450000,3,0,0,98103
3,2.25,2510,2.0,2510,0,2470,520000,3,0,0,98027
3,1.75,1420,1.0,820,600,1470,205000,5,0,0,98023
3,2.25,2680,1.0,2680,0,3170,635000,3,0,0,98038
3,1.0,1220,1.0,1220,0,1310,210500,5,0,0,98001
2,1.0,1070,1.0,1070,0,1770,406650,3,0,0,98126
3,1.75,1580,1.0,1580,0,1860,350000,4,0,0,98010
4,1.75,1820,1.0,930,890,1590,425000,3,0,0,98115
3,3.5,3590,2.0,3590,0,3230,798000,3,0,0,98074
3,1.0,1960,2.0,1960,0,1850,180000,2,0,0,98056
4,2.0,2030,2.0,1630,400,1350,435000,4,0,0,98133
3,1.5,1240,1.0,1240,0,1570,355000,3,0,0,98034
5,2.5,2670,2.0,2670,0,1810,685000,5,0,0,98155
3,1.0,1640,1.0,1640,0,1680,311000,4,0,0,98059
4,2.25,2130,1.0,2130,0,1710,305000,4,0,0,98031
3,2.5,2550,1.5,1850,700,1700,675000,4,0,0,98144
4,2.75,3630,1.0,1850,1780,3380,769000,4,0,2,98040
3,1.5,1690,1.5,1690,0,1570,430000,5,0,0,98006
6,2.0,2390,1.5,2390,0,2250,516250,4,0,0,98011
3,3.5,2350,1.0,1340,1010,2580,760000,5,0,2,98125
3,3.5,1420,2.0,1180,240,1494,579950,3,0,0,98115
3,2.25,1570,1.0,1170,400,1660,476000,4,0,0,98133
3,1.75,1600,1.0,1600,0,2010,510000,4,0,0,98034
2,1.0,720,1.0,720,0,1357,205000,3,0,0,98106
3,1.0,1470,1.0,1470,0,1720,240000,3,0,0,98032
5,3.5,2790,2.0,1970,820,2980,738000,3,0,2,98166
3,1.75,1720,1.0,860,860,1440,420000,5,0,0,98125
3,1.75,1300,1.0,1300,0,2070,455000,4,0,0,98052
4,1.0,2520,1.5,1820,700,2350,765000,5,0,0,98144
4,1.5,1780,1.5,1780,0,1350,372000,4,0,0,98059
3,1.0,1200,1.0,1200,0,1570,160000,2,0,0,98118
4,2.5,2990,2.0,2990,0,2990,772000,3,0,0,98074
3,1.0,1370,1.5,1370,0,1510,479000,3,0,0,98103
3,2.5,1910,2.0,1910,0,1910,570000,3,0,0,98075
4,1.0,1170,1.5,1170,0,1260,350000,3,0,0,98125
3,2.5,1250,3.0,1250,0,1330,353000,3,0,0,98115
5,2.5,3340,2.0,3340,0,3420,699000,3,0,0,98038
3,2.0,1380,2.0,1380,0,1260,265000,4,0,0,98148
1,1.0,780,1.5,780,0,930,167000,3,0,0,98014
4,2.25,2080,1.0,1390,690,1800,500000,3,0,0,98008
3,1.0,1410,2.0,1410,0,1640,700000,4,0,0,98144
1,1.0,520,1.0,520,0,1030,295000,3,0,0,98116
4,3.5,3500,2.0,2590,910,2430,1010000,3,0,2,98115
2,1.0,840,1.0,840,0,920,209000,5,0,0,98042
3,1.75,2240,1.0,1440,800,1740,276000,4,0,0,98001
4,2.5,2100,2.0,2100,0,2090,380000,3,0,0,98059
3,1.5,1750,1.0,1150,600,1680,315000,3,0,0,98024
4,2.5,3130,2.0,3130,0,2780,685530,3,0,0,98014
3,2.0,1470,1.0,1470,0,1390,254600,4,0,0,98002
3,2.0,1440,1.0,720,720,1120,230000,4,0,0,98056
3,3.0,1430,3.0,1430,0,1020,335000,3,0,0,98103
4,2.5,2170,1.0,1460,710,1940,550000,3,0,0,98052
3,1.0,1150,1.5,1150,0,1360,123300,4,0,0,98032
4,2.75,2170,1.5,2170,0,1490,275436,3,0,0,98030
4,3.5,2630,1.5,1640,990,1920,325000,3,0,3,98188
4,2.5,2490,2.0,2490,0,3170,635000,3,0,0,98053
3,1.75,1710,1.0,1110,600,920,513000,4,0,0,98107
4,2.5,2130,1.0,1490,640,3030,580000,3,0,0,98075
3,1.0,940,1.0,940,0,1270,225000,3,0,0,98148
3,1.0,1400,1.0,1060,340,1570,265000,3,0,0,98168
4,1.75,1630,1.0,930,700,1630,313000,3,0,0,98144
2,1.0,1370,1.0,1370,0,1330,296000,3,0,0,98133
4,2.75,2380,1.0,1680,700,1950,655500,3,0,0,98007
5,1.75,2140,1.0,2140,0,1640,250750,4,0,0,98002
4,2.5,1970,2.0,1970,0,2590,438000,3,0,0,98059
3,2.75,2550,2.0,1980,570,2180,590000,4,0,0,98072
3,1.0,1080,1.0,1080,0,1100,329500,4,0,0,98133
2,1.0,1470,1.0,900,570,1670,415000,3,0,0,98199
4,2.5,3620,2.0,3620,0,2950,900000,3,0,0,98052
3,1.5,1050,1.0,1050,0,1460,378000,3,0,0,98024
2,1.0,1050,1.0,1050,0,1760,474000,5,0,3,98022
3,1.0,1320,2.0,1320,0,1660,464000,3,0,0,98122
3,1.0,1210,1.0,1210,0,1210,310000,4,0,0,98155
3,1.5,1860,2.0,1860,0,1670,580000,5,0,1,98177
3,2.75,2830,1.0,1830,1000,2120,999000,4,1,3,98070
2,1.0,810,1.0,810,0,1920,510000,5,0,0,98199
3,1.5,1630,1.0,1160,470,2320,650000,3,0,1,98115
3,1.0,880,1.0,880,0,880,196000,4,0,0,98023
4,1.75,1660,1.0,1010,650,1670,220000,3,0,0,98168
3,2.25,3440,2.0,3440,0,3170,855000,3,0,2,98006
3,1.75,2110,1.0,1440,670,1990,483000,4,0,0,98028
3,1.0,1060,1.0,1060,0,1550,400000,3,0,0,98133
3,2.5,1900,2.0,1900,0,2650,435000,3,0,0,98011
1,1.0,820,1.0,760,60,1770,219500,3,0,0,98126
3,2.5,2050,3.0,2050,0,2050,427000,3,0,0,98133
2,1.5,1090,1.5,1090,0,1390,430000,3,0,0,98103
